DEPP;CODCOMP;COMP;Commune pôle;DEP;CODCOM;COM;Commune;PMUN;PCAP;PTOT
14;654;14654;Saint-Pierre-en-Auge;14;616;14616;Sainte-Marguerite-de-Viette;331;4;335
14;061;14061;Souleuvre en Bocage;14;618;14618;Sainte-Marie-Laumont;674;18;692
14;689;14689;Thury-Harcourt-le-Hom;14;628;14628;Saint-Martin-de-Sallen;608;11;619
14;061;14061;Souleuvre en Bocage;14;629;14629;Saint-Martin-des-Besaces;1204;4;1208
14;061;14061;Souleuvre en Bocage;14;632;14632;Saint-Martin-Don;225;3;228
14;371;14371;Livarot-Pays-d'Auge;14;633;14633;Saint-Martin-du-Mesnil-Oury;107;3;110
14;371;14371;Livarot-Pays-d'Auge;14;634;14634;Saint-Michel-de-Livet;160;3;163
14;061;14061;Souleuvre en Bocage;14;636;14636;Saint-Ouen-des-Besaces;441;3;444
14;371;14371;Livarot-Pays-d'Auge;14;638;14638;Saint-Ouen-le-Houx;85;1;86
14;194;14194;Courtonne-les-Deux-Églises;14;642;14642;Saint-Paul-de-Courtonne;294;10;304
14;570;14570;Valorbiquet;14;647;14647;Saint-Pierre-de-Mailloc;493;12;505
14;174;14174;Condé-en-Normandie;14;653;14653;Saint-Pierre-la-Vieille;329;3;332
14;654;14654;Saint-Pierre-en-Auge;14;654;14654;Saint-Pierre-sur-Dives;3287;31;3318
14;061;14061;Souleuvre en Bocage;14;655;14655;Saint-Pierre-Tarentaine;359;4;363
14;658;14658;Noues de Sienne;14;658;14658;Saint-Sever-Calvados;1236;20;1256
14;357;14357;Terres de Druance;14;662;14662;Saint-Vigor-des-Mézerets;238;3;241
14;543;14543;Rots;14;670;14670;Secqueville-en-Bessin;445;6;451
14;658;14658;Noues de Sienne;14;671;14671;Sept-Frères;359;8;367
14;672;14672;Val de Drôme;14;672;14672;Sept-Vents;432;8;440
14;011;14011;Aurseulles;14;673;14673;Sermentot;301;4;305
14;726;14726;Valdallière;14;686;14686;Le Theil-Bocage;194;2;196
14;654;14654;Saint-Pierre-en-Auge;14;688;14688;Thiéville;263;3;266
14;689;14689;Thury-Harcourt-le-Hom;14;689;14689;Thury-Harcourt;1993;25;2018
14;538;14538;Castine-en-Plaine;14;691;14691;Tilly-la-Campagne;260;5;265
14;570;14570;Valorbiquet;14;693;14693;Tordouet;266;4;270
14;011;14011;Aurseulles;14;695;14695;Torteval-Quesnay;336;3;339
14;371;14371;Livarot-Pays-d'Auge;14;696;14696;Tortisambert;125;3;128
14;475;14475;Val d'Arry;14;702;14702;Tournay-sur-Odon;347;9;356
14;150;14150;Cesny-les-Sources;14;703;14703;Tournebu;364;6;370
14;061;14061;Souleuvre en Bocage;14;704;14704;Le Tourneur;641;10;651
14;762;14762;Vire Normandie;14;717;14717;Truttemer-le-Grand;678;32;710
14;762;14762;Vire Normandie;14;718;14718;Truttemer-le-Petit;108;5;113
14;143;14143;Caumont-sur-Aure;14;722;14722;La Vacquerie;310;4;314
14;333;14333;Honfleur;14;725;14725;Vasouy;106;2;108
14;726;14726;Valdallière;14;726;14726;Vassy;1686;37;1723
14;035;14035;Balleroy-sur-Drôme;14;727;14727;Vaubadon;419;4;423
14;654;14654;Saint-Pierre-en-Auge;14;729;14729;Vaudeloges;189;3;192
14;762;14762;Vire Normandie;14;730;14730;Vaudry;1501;70;1571
14;726;14726;Valdallière;14;746;14746;Viessoix;767;22;789
14;431;14431;Mézidon Vallée d'Auge;14;749;14749;Vieux-Fumé;513;6;519
14;654;14654;Saint-Pierre-en-Auge;14;750;14750;Vieux-Pont-en-Auge;268;7;275
14;762;14762;Vire Normandie;14;762;14762;Vire;10869;509;11378
14;342;14342;Isigny-sur-Mer;14;763;14763;Vouilly;146;4;150
15;027;15027;Puycapel;15;027;15027;Calvinet;437;7;444
15;141;15141;Neussargues en Pinatelle;15;031;15031;Celles;231;8;239
15;141;15141;Neussargues en Pinatelle;15;035;15035;Chalinargues;326;4;330
15;138;15138;Murat;15;044;15044;Chastel-sur-Murat;116;5;121
15;141;15141;Neussargues en Pinatelle;15;047;15047;Chavagnac;95;3;98
15;003;15003;Ally;15;062;15062;Drignac;75;0;75
15;108;15108;Val d'Arcomie;15;068;15068;Faverolles;297;6;303
15;181;15181;Saint-Constant-Fournoulès;15;071;15071;Fournoulès;61;1;62
15;142;15142;Neuvéglise-sur-Truyère;15;099;15099;Lavastrie;260;6;266
15;108;15108;Val d'Arcomie;15;108;15108;Loubaresse;458;16;474
15;153;15153;Pleaux;15;109;15109;Loupiac;204;3;207
15;038;15038;Champs-sur-Tarentaine-Marchal;15;115;15115;Marchal;78;0;78
15;027;15027;Puycapel;15;136;15136;Mourjou;295;6;301
15;138;15138;Murat;15;138;15138;Murat;1676;89;1765
15;141;15141;Neussargues en Pinatelle;15;141;15141;Neussargues-Moissac;870;17;887
15;142;15142;Neuvéglise-sur-Truyère;15;142;15142;Neuvéglise;1071;27;1098
15;142;15142;Neuvéglise-sur-Truyère;15;145;15145;Oradour;224;7;231
15;268;15268;Le Rouget-Pers;15;150;15150;Pers;269;4;273
15;141;15141;Neussargues en Pinatelle;15;171;15171;Sainte-Anastasie;131;2;133
15;153;15153;Pleaux;15;177;15177;Saint-Christophe-les-Gorges;129;2;131
15;181;15181;Saint-Constant-Fournoulès;15;181;15181;Saint-Constant;507;11;518
15;108;15108;Val d'Arcomie;15;195;15195;Saint-Just;159;2;161
15;108;15108;Val d'Arcomie;15;197;15197;Saint-Marc;56;1;57
15;202;15202;Saint-Martin-Valmeroux;15;210;15210;Saint-Rémy-de-Salers;55;3;58
15;142;15142;Neuvéglise-sur-Truyère;15;227;15227;Sériers;149;5;154
15;153;15153;Pleaux;15;239;15239;Tourniac;153;3;156
15;268;15268;Le Rouget-Pers;15;268;15268;Le Rouget;1009;12;1021
16;005;16005;Aigre;16;005;16005;Aigre;1069;13;1082
16;186;16186;Lignières-Ambleville;16;010;16010;Ambleville;160;4;164
16;339;16339;Val-d'Auge;16;017;16017;Anville;216;3;219
16;339;16339;Val-d'Auge;16;051;16051;Bonneville;135;4;139
16;082;16082;Boisné-La Tude;16;082;16082;Charmant;335;6;341
16;082;16082;Boisné-La Tude;16;092;16092;Chavenat;178;7;185
16;106;16106;Confolens;16;106;16106;Confolens;2651;136;2787
16;110;16110;Courcôme;16;110;16110;Courcôme;400;6;406
16;253;16253;Paizay-Naudouin-Embourie;16;126;16126;Embourie;75;1;76
16;204;16204;Bellevigne;16;129;16129;Éraville;197;3;200
16;206;16206;Mansle-les-Fontaines;16;140;16140;Fontclaireau;434;6;440
16;192;16192;Terres-de-Haute-Charente;16;149;16149;Genouillac;628;8;636
16;153;16153;Mainxe-Gondeville;16;153;16153;Gondeville;504;4;508
16;082;16082;Boisné-La Tude;16;172;16172;Juillaguet;148;1;149
16;224;16224;Montmérac;16;179;16179;Lamérac;225;6;231
16;186;16186;Lignières-Ambleville;16;186;16186;Lignières-Sonneville;545;18;563
16;192;16192;Terres-de-Haute-Charente;16;192;16192;Roumazières-Loubert;2387;43;2430
16;153;16153;Mainxe-Gondeville;16;202;16202;Mainxe;670;17;687
16;204;16204;Bellevigne;16;204;16204;Malaville;401;17;418
16;206;16206;Mansle-les-Fontaines;16;206;16206;Mansle;1671;21;1692
16;192;16192;Terres-de-Haute-Charente;16;214;16214;Mazières;91;6;97
16;224;16224;Montmérac;16;224;16224;Montchaude;494;13;507
16;339;16339;Val-d'Auge;16;228;16228;Montigné;184;4;188
16;233;16233;Mosnac-Saint-Simeux;16;233;16233;Mosnac;431;10;441
16;204;16204;Bellevigne;16;247;16247;Nonaville;197;6;203
16;192;16192;Terres-de-Haute-Charente;16;259;16259;La Péruse;487;58;545
16;286;16286;Rouillac;16;262;16262;Plaizac;136;2;138
16;097;16097;Cherves-Richemont;16;278;16278;Richemont;402;38;440
16;281;16281;La Rochefoucauld-en-Angoumois;16;281;16281;La Rochefoucauld;2913;49;2962
16;286;16286;Rouillac;16;286;16286;Rouillac;1950;29;1979
16;287;16287;Roullet-Saint-Estèphe;16;313;16313;Saint-Estèphe;883;6;889
16;106;16106;Confolens;16;322;16322;Saint-Germain-de-Confolens;71;2;73
16;028;16028;Barbezieux-Saint-Hilaire;16;327;16327;Saint-Hilaire;319;3;322
16;339;16339;Val-d'Auge;16;339;16339;Auge-Saint-Médard;261;4;265
16;281;16281;La Rochefoucauld-en-Angoumois;16;344;16344;Saint-Projet-Saint-Constant;1089;68;1157
16;233;16233;Mosnac-Saint-Simeux;16;351;16351;Saint-Simeux;554;14;568
16;192;16192;Terres-de-Haute-Charente;16;376;16376;Suris;236;2;238
16;204;16204;Bellevigne;16;386;16386;Touzac;382;6;388
16;110;16110;Courcôme;16;391;16391;Tuzie;169;2;171
16;110;16110;Courcôme;16;410;16410;Villegats;220;5;225
16;005;16005;Aigre;16;411;16411;Villejésus;528;9;537
16;204;16204;Bellevigne;16;417;16417;Viville;101;1;102
17;397;17397;Saint-Savinien;17;001;17001;Agonnay;66;0;66
17;277;17277;Essouvert;17;040;17040;La Benâte;364;13;377
17;240;17240;Montendre;17;090;17090;Chardes;299;3;302
17;397;17397;Saint-Savinien;17;123;17123;Coulonge-sur-Charente;121;0;121
17;026;17026;Authon-Ébéon;17;144;17144;Ébéon;49;0;49
17;344;17344;Saint-Hilaire-de-Villefranche;17;169;17169;La Frédière;72;2;74
17;219;17219;Marennes-Hiers-Brouage;17;189;17189;Hiers-Brouage;640;4;644
17;219;17219;Marennes-Hiers-Brouage;17;219;17219;Marennes;5535;97;5632
17;340;17340;Saint-Pierre-La-Noue;17;272;17272;Péré;354;5;359
17;277;17277;Essouvert;17;277;17277;Saint-Denis-du-Pin;681;68;749
17;340;17340;Saint-Pierre-La-Noue;17;340;17340;Saint-Germain-de-Marencennes;1154;87;1241
17;344;17344;Saint-Hilaire-de-Villefranche;17;344;17344;Saint-Hilaire-de-Villefranche;1267;22;1289
17;240;17240;Montendre;17;456;17456;Vallet;261;5;266
18;023;18023;Baugy;18;023;18023;Baugy;1410;49;1459
19;010;19010;Argentat-sur-Dordogne;19;010;19010;Argentat;2735;113;2848
19;019;19019;Beaulieu-sur-Dordogne;19;019;19019;Beaulieu-sur-Dordogne;1108;15;1123
19;019;19019;Beaulieu-sur-Dordogne;19;032;19032;Brivezac;192;1;193
19;098;19098;Lagarde-Marc-la-Tour;19;098;19098;Lagarde-Enval;804;16;820
19;101;19101;Laguenne-sur-Avalouze;19;101;19101;Laguenne;1365;32;1397
19;123;19123;Malemort;19;123;19123;Malemort-sur-Corrèze;7530;158;7688
19;098;19098;Lagarde-Marc-la-Tour;19;127;19127;Marc-la-Tour;142;5;147
19;010;19010;Argentat-sur-Dordogne;19;183;19183;Saint-Bazile-de-la-Roche;134;2;136
19;101;19101;Laguenne-sur-Avalouze;19;185;19185;Saint-Bonnet-Avalouze;188;4;192
19;275;19275;Ussel;19;197;19197;Saint-Dézery;153;3;156
19;275;19275;Ussel;19;267;19267;La Tourette;198;5;203
19;123;19123;Malemort;19;282;19282;Venarsal;497;8;505
21;272;21272;Le Val-Larrey;21;073;21073;Bierre-lès-Semur;104;1;105
21;183;21183;Collonges-et-Premières;21;183;21183;Collonges-lès-Premières;921;13;934
21;452;21452;Neuilly-Crimolois;21;213;21213;Crimolois;983;10;993
21;272;21272;Le Val-Larrey;21;272;21272;Flée;166;3;169
21;352;21352;Longeault-Pluvault;21;352;21352;Longeault;544;10;554
21;433;21433;Montigny-Mornay-Villeneuve-sur-Vingeanne;21;443;21443;Mornay;80;0;80
21;452;21452;Neuilly-Crimolois;21;452;21452;Neuilly-lès-Dijon;2163;23;2186
21;304;21304;Grancey-le-Château-Neuvelle;21;453;21453;Neuvelle-lès-Grancey;23;0;23
21;352;21352;Longeault-Pluvault;21;486;21486;Pluvault;604;13;617
21;183;21183;Collonges-et-Premières;21;507;21507;Premières;141;1;142
21;623;21623;Tart;21;621;21621;Tart-l'Abbaye;190;9;199
21;623;21623;Tart;21;623;21623;Tart-le-Haut;1358;22;1380
21;433;21433;Montigny-Mornay-Villeneuve-sur-Vingeanne;21;697;21697;La Villeneuve-sur-Vingeanne;76;2;78
22;055;22055;Binic-Étables-sur-Mer;22;007;22007;Binic;3759;121;3880
22;206;22206;Châtelaudren-Plouagat;22;038;22038;Châtelaudren;974;15;989
22;046;22046;Le Mené;22;046;22046;Collinée;988;20;1008
22;084;22084;Jugon-les-Lacs - Commune nouvelle;22;051;22051;Dolo;706;22;728
22;055;22055;Binic-Étables-sur-Mer;22;055;22055;Étables-sur-Mer;3122;93;3215
22;183;22183;Plémet;22;058;22058;La Ferrière;434;7;441
22;046;22046;Le Mené;22;066;22066;Le Gouray;1287;13;1300
22;264;22264;La Roche-Jaudy;22;078;22078;Hengoat;242;4;246
22;203;22203;Plœuc-L'Hermitage;22;080;22080;L'Hermitage-Lorge;692;12;704
22;084;22084;Jugon-les-Lacs - Commune nouvelle;22;084;22084;Jugon-les-Lacs;1823;27;1850
22;093;22093;Lamballe-Armor;22;093;22093;Lamballe;12710;364;13074
22;219;22219;Plouguenast-Langast;22;100;22100;Langast;568;15;583
22;046;22046;Le Mené;22;102;22102;Langourla;535;9;544
22;107;22107;Bon Repos sur Blavet;22;107;22107;Laniscat;753;24;777
22;050;22050;Dinan;22;123;22123;Léhon;3172;120;3292
22;093;22093;Lamballe-Armor;22;151;22151;Meslin;908;26;934
22;093;22093;Lamballe-Armor;22;154;22154;Morieux;1049;30;1079
22;158;22158;Guerlédan;22;158;22158;Mûr-de-Bretagne;2064;50;2114
22;107;22107;Bon Repos sur Blavet;22;167;22167;Perret;170;5;175
22;093;22093;Lamballe-Armor;22;173;22173;Planguenoual;2178;62;2240
22;183;22183;Plémet;22;183;22183;Plémet;3305;80;3385
22;046;22046;Le Mené;22;191;22191;Plessala;1742;34;1776
22;209;22209;Beaussais-sur-Mer;22;192;22192;Plessix-Balisson;77;3;80
22;203;22203;Plœuc-L'Hermitage;22;203;22203;Plœuc-sur-Lié;3420;59;3479
22;206;22206;Châtelaudren-Plouagat;22;206;22206;Plouagat;2987;50;3037
22;209;22209;Beaussais-sur-Mer;22;209;22209;Ploubalay;3737;55;3792
22;219;22219;Plouguenast-Langast;22;219;22219;Plouguenast;1838;41;1879
22;264;22264;La Roche-Jaudy;22;247;22247;Pommerit-Jaudy;1192;610;1802
22;264;22264;La Roche-Jaudy;22;253;22253;Pouldouran;156;2;158
22;264;22264;La Roche-Jaudy;22;264;22264;La Roche-Derrien;1067;22;1089
22;107;22107;Bon Repos sur Blavet;22;290;22290;Saint-Gelven;318;7;325
22;046;22046;Le Mené;22;292;22292;Saint-Gilles-du-Mené;448;14;462
22;046;22046;Le Mené;22;297;22297;Saint-Gouéno;685;14;699
22;158;22158;Guerlédan;22;298;22298;Saint-Guen;434;13;447
22;046;22046;Le Mené;22;303;22303;Saint-Jacut-du-Mené;728;10;738
22;209;22209;Beaussais-sur-Mer;22;357;22357;Trégon;354;7;361
23;093;23093;Gouzon;23;094;23094;Gouzougnat;110;4;114
23;189;23189;Saint-Dizier-Masbaraud;23;126;23126;Masbaraud-Mérignat;348;15;363
23;149;23149;Parsac-Rimondeix;23;149;23149;Parsac;631;5;636
23;090;23090;Gentioux-Pigerolles;23;153;23153;Pigerolles;66;1;67
23;149;23149;Parsac-Rimondeix;23;161;23161;Rimondeix;82;0;82
23;189;23189;Saint-Dizier-Masbaraud;23;189;23189;Saint-Dizier-Leyrenne;777;10;787
24;053;24053;Boulazac Isle Manoire;24;013;24013;Atur;1953;63;2016
24;026;24026;Bassillac et Auberoche;24;026;24026;Bassillac;1865;42;1907
24;028;24028;Beaumontois en Périgord;24;028;24028;Beaumont-du-Périgord;989;18;1007
24;253;24253;Mareuil en Périgord;24;033;24033;Beaussac;155;2;157
24;035;24035;Pays de Belvès;24;035;24035;Belvès;1214;38;1252
24;026;24026;Bassillac et Auberoche;24;044;24044;Blis-et-Born;464;3;467
24;147;24147;Cubjac-Auvézère-Val d'Ans;24;047;24047;La Boissière-d'Ans;223;1;224
24;053;24053;Boulazac Isle Manoire;24;053;24053;Boulazac;7077;230;7307
24;064;24064;Brantôme en Périgord;24;064;24064;Brantôme;2071;36;2107
24;312;24312;Sanilhac;24;065;24065;Breuilh;272;2;274
24;068;24068;Le Buisson-de-Cadouin;24;072;24072;Cadouin;311;7;318
24;064;24064;Brantôme en Périgord;24;079;24079;Cantillac;185;5;190
24;325;24325;Pechs-de-l'Espérance;24;089;24089;Cazoulès;447;7;454
24;362;24362;Val de Louyre et Caudeau;24;092;24092;Cendrieux;598;5;603
24;554;24554;La Tour-Blanche-Cercles;24;093;24093;Cercles;173;7;180
24;253;24253;Mareuil en Périgord;24;099;24099;Champeaux-et-la-Chapelle-Pommier;153;0;153
24;026;24026;Bassillac et Auberoche;24;103;24103;Le Change;627;10;637
24;086;24086;Castelnaud-la-Chapelle;24;112;24112;La Chapelle-Péchaud;129;2;131
24;117;24117;Les Coteaux Périgourdins;24;117;24117;Chavagnac;363;10;373
24;316;24316;Parcoul-Chenaud;24;118;24118;Chenaud;367;9;376
24;364;24364;Coly-Saint-Amand;24;127;24127;Coly;207;3;210
24;147;24147;Cubjac-Auvézère-Val d'Ans;24;147;24147;Cubjac;732;10;742
24;026;24026;Bassillac et Auberoche;24;166;24166;Eyliac;719;16;735
24;064;24064;Brantôme en Périgord;24;170;24170;Eyvirat;300;6;306
24;172;24172;Les Eyzies;24;172;24172;Les Eyzies-de-Tayac-Sireuil;842;14;856
24;064;24064;Brantôme en Périgord;24;198;24198;La Gonterie-Boulouneix;226;3;229
24;260;24260;Mauzac-et-Grand-Castang;24;201;24201;Grand-Castang;94;0;94
24;253;24253;Mareuil en Périgord;24;203;24203;Les Graulges;77;0;77
24;117;24117;Les Coteaux Périgourdins;24;204;24204;Grèzes;193;9;202
24;216;24216;La Jemaye-Ponteyraud;24;216;24216;La Jemaye;109;1;110
24;028;24028;Beaumontois en Périgord;24;219;24219;Labouquerie;209;4;213
24;259;24259;Eyraud-Crempse-Maurens;24;233;24233;Laveyssière;126;1;127
24;253;24253;Mareuil en Périgord;24;235;24235;Léguillac-de-Cercles;259;5;264
24;540;24540;Sorges et Ligueux en Périgord;24;239;24239;Ligueux;299;4;303
24;172;24172;Les Eyzies;24;249;24249;Manaurie;146;2;148
24;253;24253;Mareuil en Périgord;24;253;24253;Mareuil;1050;18;1068
24;312;24312;Sanilhac;24;258;24258;Marsaneix;1146;19;1165
24;259;24259;Eyraud-Crempse-Maurens;24;259;24259;Maurens;1095;17;1112
24;026;24026;Bassillac et Auberoche;24;270;24270;Milhac-d'Auberoche;551;7;558
24;253;24253;Mareuil en Périgord;24;283;24283;Monsec;169;6;175
24;028;24028;Beaumontois en Périgord;24;310;24310;Nojals-et-Clotte;191;4;195
24;312;24312;Sanilhac;24;312;24312;Notre-Dame-de-Sanilhac;3256;80;3336
24;325;24325;Pechs-de-l'Espérance;24;314;24314;Orliaguet;129;3;132
24;068;24068;Le Buisson-de-Cadouin;24;315;24315;Paleyrac;183;9;192
24;316;24316;Parcoul-Chenaud;24;316;24316;Parcoul;433;7;440
24;325;24325;Pechs-de-l'Espérance;24;325;24325;Peyrillac-et-Millac;196;6;202
24;216;24216;La Jemaye-Ponteyraud;24;333;24333;Ponteyraud;41;3;44
24;376;24376;Saint Aulaye-Puymangou;24;343;24343;Puymangou;68;0;68
24;253;24253;Mareuil en Périgord;24;344;24344;Puyrenier;55;1;56
24;362;24362;Val de Louyre et Caudeau;24;362;24362;Sainte-Alvère;774;10;784
24;035;24035;Pays de Belvès;24;363;24363;Saint-Amand-de-Belvès;108;1;109
24;364;24364;Coly-Saint-Amand;24;364;24364;Saint-Amand-de-Coly;401;13;414
24;026;24026;Bassillac et Auberoche;24;369;24369;Saint-Antoine-d'Auberoche;137;5;142
24;376;24376;Saint Aulaye-Puymangou;24;376;24376;Saint-Aulaye;1346;19;1365
24;356;24356;Rouffignac-Saint-Cernin-de-Reilhac;24;387;24387;Saint-Cernin-de-Reillac;130;1;131
24;172;24172;Les Eyzies;24;389;24389;Saint-Cirq;133;2;135
24;064;24064;Brantôme en Périgord;24;391;24391;Saint-Crépin-de-Richemont;234;5;239
24;423;24423;Saint-Julien-Innocence-Eulalie;24;402;24402;Sainte-Eulalie-d'Eymet;82;1;83
24;423;24423;Saint-Julien-Innocence-Eulalie;24;423;24423;Sainte-Innocence;114;1;115
24;259;24259;Eyraud-Crempse-Maurens;24;427;24427;Saint-Jean-d'Eyraud;210;4;214
24;064;24064;Brantôme en Périgord;24;430;24430;Saint-Julien-de-Bourdeilles;92;0;92
24;259;24259;Eyraud-Crempse-Maurens;24;431;24431;Saint-Julien-de-Crempse;198;0;198
24;423;24423;Saint-Julien-Innocence-Eulalie;24;433;24433;Saint-Julien-d'Eymet;115;0;115
24;362;24362;Val de Louyre et Caudeau;24;435;24435;Saint-Laurent-des-Bâtons;218;5;223
24;053;24053;Boulazac Isle Manoire;24;439;24439;Saint-Laurent-sur-Manoire;1087;35;1122
24;053;24053;Boulazac Isle Manoire;24;447;24447;Sainte-Marie-de-Chignac;580;19;599
24;354;24354;La Roche-Chalais;24;467;24467;Saint-Michel-de-Rivière;810;15;825
24;354;24354;La Roche-Chalais;24;469;24469;Saint-Michel-l'Écluse-et-Léparon;627;10;637
24;147;24147;Cubjac-Auvézère-Val d'Ans;24;475;24475;Saint-Pantaly-d'Ans;149;0;149
24;028;24028;Beaumontois en Périgord;24;497;24497;Sainte-Sabine-Born;378;9;387
24;253;24253;Mareuil en Périgord;24;503;24503;Saint-Sulpice-de-Mareuil;74;2;76
24;064;24064;Brantôme en Périgord;24;530;24530;Sencenac-Puy-de-Fourches;276;3;279
24;540;24540;Sorges et Ligueux en Périgord;24;540;24540;Sorges;1313;25;1338
24;554;24554;La Tour-Blanche-Cercles;24;554;24554;La Tour-Blanche;382;8;390
24;064;24064;Brantôme en Périgord;24;561;24561;Valeuil;337;13;350
24;253;24253;Mareuil en Périgord;24;579;24579;Vieux-Mareuil;311;10;321
25;223;25223;Éternoz;25;010;25010;Alaise;41;0;41
25;035;25035;Les Auxons;25;034;25034;Auxon-Dessous;1365;20;1385
25;035;25035;Les Auxons;25;035;25035;Auxon-Dessus;1145;26;1171
25;433;25433;Orgeans-Blanchefontaine;25;064;25064;Blanchefontaine;3;0;3
25;434;25434;Ornans;25;076;25076;Bonnevaux-le-Prieuré;130;0;130
25;156;25156;Pays-de-Clerval;25;140;25140;Chaux-lès-Clerval;155;4;159
25;505;25505;Rougemont;25;144;25144;Chazelot;51;2;53
25;101;25101;Burgille;25;146;25146;Chazoy;59;2;61
25;101;25101;Burgille;25;165;25165;Cordiron;122;1;123
25;374;25374;Mercey-le-Grand;25;167;25167;Cottier;86;0;86
25;223;25223;Éternoz;25;168;25168;Coulans-sur-Lizon;22;0;22
25;223;25223;Éternoz;25;205;25205;Doulaize;20;0;20
25;018;25018;Anteuil;25;272;25272;Glainans;121;7;128
25;417;25417;Naisey-les-Granges;25;291;25291;Granges-de-Vienney;29;1;30
25;357;25357;Maisons-du-Bois-Lièvremont;25;337;25337;Lièvremont;428;7;435
25;468;25468;Pouligney-Lusans;25;353;25353;Lusans;173;5;178
25;537;25537;Scey-Maisières;25;358;25358;Maisières-Notre-Dame;71;4;75
25;187;25187;Dambelin;25;363;25363;Mambouhans;57;1;58
25;505;25505;Rougemont;25;396;25396;Montferney;53;2;55
25;275;25275;Glère;25;407;25407;Montursin;6;0;6
25;505;25505;Rougemont;25;409;25409;Morchamps;15;0;15
25;434;25434;Ornans;25;434;25434;Ornans;4292;86;4378
25;438;25438;Osselle-Routelle;25;438;25438;Osselle;446;4;450
25;223;25223;Éternoz;25;484;25484;Refranche;18;1;19
25;438;25438;Osselle-Routelle;25;509;25509;Routelle;512;10;522
25;385;25385;Montagney-Servigney;25;543;25543;Servigney;50;0;50
25;018;25018;Anteuil;25;568;25568;Tournedoz;22;0;22
25;212;25212;École-Valentin;25;581;25581;Valentin;303;5;308
25;275;25275;Glère;25;606;25606;Vernois-le-Fol;65;2;67
26;001;26001;Solaure en Diois;26;001;26001;Aix-en-Diois;331;7;338
26;086;26086;Châtillon-en-Diois;26;086;26086;Châtillon-en-Diois;539;10;549
26;210;26210;Valherbasse;26;184;26184;Miribel;297;3;300
26;001;26001;Solaure en Diois;26;187;26187;Molières-Glandaz;96;1;97
26;210;26210;Valherbasse;26;210;26210;Montrigaud;493;9;502
26;216;26216;Saint-Jean-de-Galaure;26;216;26216;La Motte-de-Galaure;777;20;797
26;216;26216;Saint-Jean-de-Galaure;26;219;26219;Mureils;488;6;494
26;210;26210;Valherbasse;26;297;26297;Saint-Bonnet-de-Valclérieux;231;5;236
26;086;26086;Châtillon-en-Diois;26;354;26354;Treschenu-Creyers;111;2;113
26;179;26179;Mercurol-Veaunes;26;366;26366;Veaunes;371;7;378
27;049;27049;Mesnil-en-Ouche;27;007;27007;Ajou;256;3;259
27;011;27011;Amfreville-Saint-Amand;27;011;27011;Amfreville-la-Campagne;910;9;919
27;022;27022;Le Val d'Hazey;27;022;27022;Aubevoye;4704;102;4806
27;049;27049;Mesnil-en-Ouche;27;041;27041;La Barre-en-Ouche;831;21;852
27;049;27049;Mesnil-en-Ouche;27;049;27049;Beaumesnil;479;34;513
27;213;27213;Vexin-sur-Epte;27;060;27060;Berthenonville;246;2;248
27;062;27062;Les Monts du Roumois;27;062;27062;Berville-en-Roumois;859;27;886
27;070;27070;Frenelles-en-Vexin;27;070;27070;Boisemont;789;8;797
27;085;27085;Flancourt-Crescy-en-Roumois;27;085;27085;Bosc-Bénard-Crescy;464;4;468
27;049;27049;Mesnil-en-Ouche;27;088;27088;Bosc-Renoult-en-Ouche;136;4;140
27;062;27062;Les Monts du Roumois;27;092;27092;Bosguérard-de-Marcouville;624;17;641
27;107;27107;Bourneville-Sainte-Croix;27;107;27107;Bourneville;1044;19;1063
27;112;27112;Breteuil;27;112;27112;Breteuil;3073;108;3181
27;213;27213;Vexin-sur-Epte;27;121;27121;Bus-Saint-Rémy;341;6;347
27;213;27213;Vexin-sur-Epte;27;122;27122;Cahaignes;345;9;354
27;213;27213;Vexin-sur-Epte;27;128;27128;Cantiers;226;4;230
27;425;27425;Nassandres sur Risle;27;131;27131;Carsix;266;3;269
27;685;27685;La Vieille-Lyre;27;143;27143;Champignolles;37;2;39
27;112;27112;Breteuil;27;159;27159;Cintray;441;4;445
27;213;27213;Vexin-sur-Epte;27;160;27160;Civières;219;8;227
27;198;27198;Mesnils-sur-Iton;27;166;27166;Condé-sur-Iton;920;12;932
27;070;27070;Frenelles-en-Vexin;27;175;27175;Corny;387;5;392
27;578;27578;Sainte-Marie-d'Attez;27;195;27195;Dame-Marie;124;3;127
27;213;27213;Vexin-sur-Epte;27;197;27197;Dampsmesnil;197;5;202
27;213;27213;Vexin-sur-Epte;27;213;27213;Écos;1071;15;1086
27;049;27049;Mesnil-en-Ouche;27;221;27221;Épinay;292;5;297
27;425;27425;Nassandres sur Risle;27;253;27253;Fontaine-la-Soret;374;7;381
27;213;27213;Vexin-sur-Epte;27;255;27255;Fontenay-en-Vexin;252;4;256
27;213;27213;Vexin-sur-Epte;27;257;27257;Forêt-la-Folie;482;18;500
27;213;27213;Vexin-sur-Epte;27;262;27262;Fourges;763;16;779
27;263;27263;Le Perrey;27;263;27263;Fourmetot;678;11;689
27;213;27213;Vexin-sur-Epte;27;264;27264;Fours-en-Vexin;194;4;198
27;679;27679;Verneuil d'Avre et d'Iton;27;265;27265;Francheville;1158;21;1179
27;070;27070;Frenelles-en-Vexin;27;270;27270;Fresne-l'Archevêque;526;15;541
27;294;27294;Val d'Orger;27;274;27274;Gaillardbois-Cressenville;443;7;450
